Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
ENGG*3080,9,ENGG,4,3080,4,Energy Resources & Technologies,31,F,1,3,1,2,1,0.5,3,"The challenges of changing the global energy system to reduce dependence on finite fossil energy sources, and transition to environmentally sustainable energy sources, are examined. The reserves, consumption, applications and environmental and human impacts of oil, coal and natural gas usage are examined. The fundamental principles, applications and status of a range of renewable energy sources and technologies will be covered to provide a solid background for further study of sustainable energy. ",502,,0,ENGG*3260,9,ENGG*2030,9,,0,School of Engineering,21,,0,,0,595
ENGG*3100,9,ENGG,4,3100,4,Engineering and Design III,26,W,1,3,1,2,1,0.75,4,"This course combines the knowledge gained in the advanced engineering and basic science courses with the design skills taught in ENGG*1100 and ENGG*2100 in solving open-ended problems. These problems are related to the student's major. Additional design tools are presented, including model simulation, sensitivity analysis, linear programming, knowledge-based systems and computer programming. Complementing these tools are discussions on writing and public speaking techniques, codes, safety issues, environmental assessment and professional management. These topics are taught with the consideration of available resources and cost. ",636,Registration in the BENG program and completion of 6.00 credits of ENGG courses including ENGG*2100,99,,0,Students must have a minimum cumulative average of 60% or higher in ALL ENGG courses. Restriction waiver requests are handled,125,,0,School of Engineering,21,,0,,0,931
ENGG*3120,9,ENGG,4,3120,4,Computer Aided Design and Manufacturing,39,W,1,3,1,2,1,0.75,4,"The course presents the elements of solid modelling, creation of parts of increasing complexity and the assembly of parts to form a final design, along with mechanism simulation. The operation and programming of CNC machines is covered. ",237,"ENGG*2100, ENGG*3280",20,,0,,0,,0,School of Engineering,21,,0,,0,341
ENGG*3130,9,ENGG,4,3130,4,Modelling Complex Systems,25,W,1,3,1,2,1,0.5,3,"This course explores the application of systems thinking to complex global issues. Key topics will include: systems theory, complex adaptive systems, systems tools, and systems approaches. The course will emphasize the role of computational modelling and simulation as a central tool for applying systems thinking to real-world settings. ",338,"ENGG*2400, STAT*2120, (CIS*1300 or CIS*1500)",44,,0,This is a Priority Access Course. Enrolment may be restricted to the ESC specialization in the BENG and BENG:C programs. See department for more information.,157,,0,School of Engineering,21,,0,,0,608
ENGG*3140,9,ENGG,4,3140,4,Mechanical Vibration,20,F,1,3,1,3,1,0.5,3,"This course will provide students with an introduction to the fundamental concepts of vibration engineering using both single and multiple degrees of freedom concepts. The free and forced response of these systems will be covered. Emphasis will be placed on the design of vibration suppression and isolation of mechanical systems. Concepts of natural frequencies and mode shapes and their significance in the solution of multiple degrees of freedom problems will be covered. Vibration of rotating machinery, balancing, condition monitoring, and predictive vs. preventative maintenance philosophies will be introduced. ",618,"ENGG*2340, MATH*2270",20,,0,,0,,0,School of Engineering,21,,0,,0,702
ENGG*3150,9,ENGG,4,3150,4,Engineering Biomechanics,24,F,1,3,1,2,1,0.5,3,The following topics related to biomechanics are covered in this course: kinematic and kinetic analysis techniques; electromyography; current techniques in laboratory instrumentation and biomedical applications. ,212,"4.00 ENGG credits, including ENGG*1210",38,,0,,0,,0,School of Engineering,21,,0,,0,318
ENGG*3160,9,ENGG,4,3160,4,Biological Engineering Systems II,33,F,1,3,1,2,1,0.5,3,"Mass transfer in biological systems: concepts; gas-liquid mass transfer; membrane transport processes; and heterogeneous reactions. Applications may include fermenter aeration, tissue perfusion, mass transfer limitations in biofilms, microbial flocs and solid tumours, protein recovery and drug delivery. ",305,"ENGG*2230, ENGG*2660",20,,0,This is a Priority Access Course. Enrolment may be restricted to the BIOE specialization in the BENG and BENG:C programs. See department for more information.,158,,0,School of Engineering,21,,0,,0,560
ENGG*3170,9,ENGG,4,3170,4,Biomaterials,12,W,1,3,1,2,1,0.5,3,"Physical properties of natural and synthetic (e.g. stainless steel, polymers) materials used in biological engineering applications are presented in this course. Topics will include microstructure and mechanical properties of typical biomaterials, quantification of advanced material properties and behaviours, fabrication, compatibility, biodegradation and mechanical failure. Typical applications will include processing of biomaterials as well as equipment and implant design. ",480,ENGG*2120,9,,0,This is a Priority Access Course. Enrolment may be restricted to the BIOE and BME specializations in the BENG and BENG:C programs. See department for more information.,167,,0,School of Engineering,21,,0,,0,712
ENGG*3180,9,ENGG,4,3180,4,Air Quality,11,F,1,3,1,2,1,0.5,3,"The study of the transport, transformation and deposition processes associated with air pollutants. The chemical and biological nature, impacts, and sources of air pollutants. The physical aspects of the atmospheric boundary layer. The mathematical treatment of diffusion in a homogeneous field in a boundary layer. Regulatory approaches worldwide and their use of air quality modeling. The use of models for the design of stacks and monitoring networks. ",455,"ENGG*2230, (ENGG*2560 or ENGG*2660)",35,ENGG*3260,9,This is a Priority Access Course. Enrolment may be restricted to the ENVE specialization in the BENG and BENG:C programs. See department for more information.,158,,0,School of Engineering,21,,0,,0,712
ENGG*3190,9,ENGG,4,3190,4,Logic Synthesis,15,W,1,3,1,2,1,0.5,3,"This course presents automatic logic synthesis techniques for computer-aided design (CAD) of very large-scale integrated (VLSI) circuits and systems. Topics covered are: two-level Boolean network optimization, multi-level Boolean network optimization, technology mapping for library-based designs and field-programmable gate-array (FPGA) designs, and state-assignment and re-timing for sequential circuits. The course will also cover various representations of Boolean functions such as binary decision diagrams (BDDs) and discuss their applications to logic synthesis. ",570,ENGG*2410,9,,0,,0,,0,School of Engineering,21,,0,,0,638
ENGG*3210,9,ENGG,4,3210,4,Communication Systems,21,W,1,3,1,2,1,0.5,3,"This course is an introduction to the fundamentals of data communication and computer networking. The data communication basics will cover signal transmission and signal encoding techniques such as: multiplexing techniques, signaling, encoding and decoding, error detection and recovery, sliding window techniques. Computer networking basics will cover: communication network components and topologies, multiple access design issues and performance analysis, switching, routing, services and applications, and security. The course will also cover the mathematical tools (Fourier transform, etc.) used in signal analysis. ",621,"MATH*2130, STAT*2120",20,,0,,0,,0,School of Engineering,21,,0,,0,706
ENGG*3220,9,ENGG,4,3220,4,Groundwater Engineering,23,W,1,3,1,2,1,0.5,3,"This course introduces water resources engineering and environmental engineering students to the fundamentals of groundwater systems. Emphasis is placed on quantitative analyses required for groundwater resource extraction and quality protection of the saturated zone. Laboratories emphasize problem solving, use of commercial software and practical groundwater engineering investigation.  ",390,ENGG*2230,9,,0,,0,,0,School of Engineering,21,,0,,0,466
ENGG*3240,9,ENGG,4,3240,4,Engineering Economics,21,F,1,3,1,0,1,0.5,3,"This course covers the principles of project evaluation; analysis of capital and operating costs of engineering alternatives, benefit-cost ratio; break-even studies, evaluations recognizing risk, replacement and retirement of assets; tax considerations, influence of sources of funds. ",285,MATH*1210,9,,0,Registration in the Engineering program.,40,,0,School of Engineering,21,Also offered through Distance Education format.,47,,0,446
ENGG*3250,9,ENGG,4,3250,4,Energy Management & Utilization,31,W,1,3,1,2,1,0.5,3,"This course introduces notions of energy conservation and efficiency, an integrated approach to energy auditing and examples of typical applications (examples include: steam generation and distribution, process or comfort cooling, pumping and compressed air, human needs for modern living, energy consumption in buildings and industry). It also covers pinch technology and its application for energy recovery in industry, and methods to achieve low energy buildings. ",467,,0,ENGG*3430,9,ENGG*3030,9,,0,School of Engineering,21,,0,,0,560
ENGG*3260,9,ENGG,4,3260,4,Thermodynamics,14,F,1,3,1,2,1,0.5,3,"This course covers macroscopic thermodynamics and its applications to engineering practice. Topics include properties of pure substances and equilibrium, the First Law of thermodynamics (energy transfer and energy balance in closed and flow systems), the Second Law of thermodynamics and its applications (entropy analysis of closed and flow systems, quantification of irreversibilities and inefficiencies, quality of energy, etc.), thermodynamic cycles and exergy. ",466,"CHEM*1040, ENGG*2230, ENGG*2400, MATH*2270",42,,0,,0,,0,School of Engineering,21,,0,,0,566
